president,term,start_date,end_date,approving,disapproving,unsure_no_data,democrats_approving,independents_approving,republicans_approving,poll_source,source_url
Lyndon B. Johnson,1st term,09/19/1968,09/24/1968,42,51,,58,35,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,08/07/1968,08/12/1968,35,52,,48,30,21,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,07/18/1968,07/23/1968,40,47,,54,32,26,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/26/1968,07/01/1968,40,47,,52,33,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/13/1968,06/18/1968,42,45,,56,38,24,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/23/1968,05/23/1968,41,45,,54,33,25,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/02/1968,05/07/1968,46,43,,63,39,23,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,04/04/1968,04/09/1968,50,38,,65,39,39,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/10/1968,03/15/1968,36,52,,52,21,25,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/22/1968,02/27/1968,41,48,,54,37,23,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/02/1968,02/07/1968,41,47,,56,35,24,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/04/1968,01/09/1968,48,39,,66,38,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/07/1967,12/12/1967,46,41,,62,40,30,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,11/16/1967,11/21/1967,42,46,,57,37,26,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,10/27/1967,11/01/1967,41,49,,63,35,19,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,10/06/1967,10/11/1967,38,50,,53,30,23,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,09/14/1967,09/19/1967,38,48,,55,30,20,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,08/24/1967,08/29/1967,39,48,,53,36,22,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,08/03/1967,08/08/1967,40,48,,53,35,24,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,07/13/1967,07/18/1967,47,39,,63,39,29,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/22/1967,06/27/1967,51,35,,67,42,34,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/02/1967,06/07/1967,44,40,,58,40,29,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/11/1967,05/16/1967,45,39,,60,39,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,04/19/1967,04/24/1967,48,37,,64,43,31,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/30/1967,04/04/1967,46,38,,59,48,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/09/1967,03/14/1967,45,41,,60,41,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/16/1967,02/21/1967,45,42,,61,40,25,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/26/1967,01/31/1967,46,37,,62,39,26,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/07/1967,01/12/1967,47,37,,62,40,24,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/08/1966,12/13/1966,44,47,,62,40,21,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,11/10/1966,11/15/1966,49,35,,66,40,28,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,10/21/1966,10/26/1966,44,41,,61,40,23,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,10/01/1966,10/06/1966,44,42,,59,37,24,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,09/08/1966,09/13/1966,46,39,,58,42,27,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,08/18/1966,08/23/1966,47,39,,65,39,27,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,07/29/1966,08/03/1966,51,38,,65,47,30,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,07/08/1966,07/13/1966,56,30,,70,45,38,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/16/1966,06/21/1966,48,39,,66,42,30,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/19/1966,05/24/1966,50,33,,61,44,34,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/05/1966,05/10/1966,46,34,,61,37,31,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,04/14/1966,04/19/1966,54,33,,70,48,35,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/24/1966,03/29/1966,57,28,,74,50,36,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/03/1966,03/08/1966,58,28,,74,47,37,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/10/1966,02/15/1966,56,34,,70,47,39,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/21/1966,01/26/1966,61,27,,74,55,44,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/31/1965,01/05/1966,59,24,,75,46,43,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/11/1965,12/16/1965,63,26,,72,66,41,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,11/18/1965,11/23/1965,62,22,,74,58,46,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,10/29/1965,11/02/1965,65,22,,80,58,47,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,10/08/1965,10/13/1965,66,21,,74,67,48,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,09/16/1965,09/21/1965,63,24,,78,55,45,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,08/27/1965,09/01/1965,64,25,,79,55,45,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,08/05/1965,08/10/1965,65,22,,80,57,45,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,07/16/1965,07/21/1965,65,20,,80,57,46,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/24/1965,06/29/1965,65,21,,77,57,50,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/04/1965,06/09/1965,69,19,,80,59,59,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/13/1965,05/18/1965,70,18,,82,65,53,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,04/23/1965,04/28/1965,64,22,,79,55,46,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,04/02/1965,04/07/1965,67,22,,77,62,50,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/18/1965,03/23/1965,69,21,,78,64,57,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/11/1965,03/16/1965,68,18,,81,62,53,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/19/1965,02/24/1965,68,18,,83,60,48,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/28/1965,02/02/1965,70,15,,85,59,50,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/07/1965,01/12/1965,71,15,,85,62,51,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/11/1964,12/16/1964,69,18,,85,63,47,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,11/20/1964,11/25/1964,70,19,,86,63,61,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/25/1964,06/30/1964,74,15,,87,68,53,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/11/1964,06/16/1964,74,14,,84,67,60,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,06/04/1964,06/09/1964,74,12,,82,68,62,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/22/1964,05/27/1964,74,13,,84,70,61,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,05/06/1964,05/11/1964,75,10,,82,69,67,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,04/24/1964,04/29/1964,75,11,,82,69,67,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/27/1964,04/01/1964,75,12,,83,76,60,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,03/13/1964,03/18/1964,77,9,,87,70,67,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/28/1964,03/04/1964,79,9,,86,74,70,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,02/13/1964,02/18/1964,73,9,,84,67,63,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/30/1964,02/05/1964,76,8,,82,75,66,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,01/02/1964,01/07/1964,77,5,,82,70,73,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/12/1963,12/17/1963,74,4,,77,71,67,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
Lyndon B. Johnson,1st term,12/5/1963,12/10/1963,78,2,,82,71,78,,https://www.presidency.ucsb.edu/statistics/data/lyndon-b-johnson-public-approval
John F. Kennedy,1st term,11/08/1963,11/13/1963,58,30,12,80,52,31,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,10/11/1963,10/16/1963,58,29,13,77,58,30,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,09/12/1963,09/17/1963,56,29,15,71,53,37,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,08/15/1963,08/20/1963,62,26,12,76,54,45,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,07/18/1963,07/23/1963,61,27,12,77,56,34,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,06/21/1963,06/26/1963,61,26,13,74,56,41,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/23/1963,05/28/1963,64,24,12,79,56,45,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/08/1963,05/13/1963,65,23,12,81,65,39,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/02/1963,05/07/1963,64,25,11,80,62,36,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,04/04/1963,04/09/1963,66,21,13,84,57,41,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,03/08/1963,03/12/1963,67,20,13,82,64,43,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,02/07/1963,02/12/1963,70,18,12,85,67,47,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,1/11/1963,1/16/1963,74,14,12,86,72,53,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,12/13/1962,12/18/1962,76,13,11,92,71,55,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,11/16/1962,11/21/1962,74,14,12,91,70,48,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,10/19/1962,10/24/1962,61,25,14,78,61,35,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,09/20/1962,09/25/1962,63,22,15,79,62,37,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,08/23/1962,08/28/1962,67,20,13,84,60,42,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,07/26/1962,07/31/1962,66,23,11,82,66,39,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,06/28/1962,07/03/1962,69,19,12,84,64,44,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/31/1962,06/05/1962,71,19,10,85,73,44,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/03/1962,05/08/1962,74,16,10,86,73,53,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,04/06/1962,04/11/1962,77,13,10,90,73,57,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,03/08/1962,03/13/1962,79,12,9,89,78,67,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,02/08/1962,02/13/1962,78,11,11,89,72,62,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,01/11/1962,01/16/1962,79,10,11,91,74,59,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,12/7/1961,12/12/1961,77,11,12,84,80,55,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,11/17/1961,11/22/1961,79,9,12,89,73,64,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,10/19/1961,10/24/1961,77,12,11,90,75,57,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,09/21/1961,09/26/1961,79,10,11,87,78,61,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,08/24/1961,08/29/1961,76,12,12,88,70,59,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,07/27/1961,08/02/1961,75,12,13,86,70,60,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,06/23/1961,06/28/1961,72,14,14,84,64,56,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/28/1961,06/02/1961,74,11,15,87,68,55,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/17/1961,05/22/1961,75,10,15,86,68,57,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,05/04/1961,05/09/1961,77,9,14,89,75,60,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,04/28/1961,05/03/1961,83,5,12,89,75,62,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,04/06/1961,04/11/1961,78,6,16,89,75,63,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,03/10/1961,03/15/1961,73,7,20,85,69,60,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
John F. Kennedy,1st term,2/10/1961,2/15/1961,72,6,22,85,67,52,,https://www.presidency.ucsb.edu/statistics/data/john-f-kennedy-public-approval
Dwight D. Eisenhower,1st term,12/08/1960,12/13/1960,59,28,13,43,56,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/17/1960,11/22/1960,59,26,15,40,55,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,10/18/1960,10/23/1960,58,31,11,36,62,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/28/1960,10/02/1960,65,26,9,46,74,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/09/1960,09/14/1960,58,28,14,40,61,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/25/1960,08/30/1960,61,28,11,43,64,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/11/1960,08/16/1960,63,24,13,45,64,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/30/1960,08/04/1960,63,26,11,40,68,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/16/1960,07/21/1960,49,33,18,34,51,79,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/30/1960,07/05/1960,57,27,16,43,61,82,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/16/1960,06/21/1960,61,24,15,46,67,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/26/1960,05/31/1960,65,22,13,48,71,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/28/1960,05/03/1960,62,22,16,44,69,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/30/1960,04/04/1960,65,22,13,50,66,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/02/1960,03/07/1960,64,22,14,47,68,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/04/1960,02/09/1960,64,22,14,42,71,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/06/1960,01/11/1960,66,19,15,54,67,91,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/10/1959,12/15/1959,77,15,8,66,78,94,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/03/1959,12/08/1959,67,18,15,53,67,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/12/1959,11/17/1959,65,21,14,49,66,89,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,10/16/1959,10/21/1959,67,19,14,52,74,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/18/1959,09/23/1959,66,20,14,51,67,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/20/1959,08/25/1959,67,20,13,51,71,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/23/1959,07/28/1959,61,26,13,44,67,88,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/25/1959,06/30/1959,62,23,15,44,64,90,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/29/1959,06/03/1959,64,21,15,51,63,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/29/1959,05/04/1959,60,24,16,45,61,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/02/1959,04/07/1959,62,23,15,46,66,87,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/04/1959,03/09/1959,58,26,16,44,62,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/04/1959,02/09/1959,59,26,15,39,61,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/07/1959,01/12/1959,57,27,16,42,57,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,12/03/1958,12/08/1958,57,32,11,37,61,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/07/1958,11/12/1958,52,30,18,35,52,80,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,10/15/1958,10/20/1958,57,27,16,37,54,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/24/1958,09/29/1958,54,28,18,38,54,81,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/10/1958,09/15/1958,57,29,14,40,60,81,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/20/1958,08/25/1958,56,27,17,39,59,82,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/30/1958,08/04/1958,58,27,15,41,58,83,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/10/1958,07/15/1958,52,32,16,35,55,81,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/28/1958,06/02/1958,54,31,15,35,53,79,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,05/07/1958,05/12/1958,53,32,15,32,55,80,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,04/16/1958,04/21/1958,54,31,15,36,57,83,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/27/1958,04/01/1958,48,36,16,28,51,81,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,03/06/1958,03/11/1958,51,33,16,31,58,79,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,02/14/1958,02/19/1958,54,33,13,39,55,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/24/1958,01/29/1958,58,27,15,39,55,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,01/02/1958,01/07/1958,60,30,10,45,60,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,11/07/1957,11/12/1957,58,27,15,41,61,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,10/10/1957,10/15/1957,57,27,16,38,56,82,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,09/19/1957,09/24/1957,59,26,15,42,63,81,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/29/1957,09/04/1957,59,23,18,44,54,84,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,08/08/1957,08/13/1957,63,20,17,46,65,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,07/18/1957,07/23/1957,65,22,13,45,70,86,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
Dwight D. Eisenhower,1st term,06/27/1957,07/02/1957,63,23,14,45,64,85,,https://www.presidency.ucsb.edu/statistics/data/dwight-d-eisenhower-public-approval
